version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D35
0.3;08212000;26.09.2021;Bundestagswahl;04021;040-21 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;889;889;5;884;4;885;257;249;224;225;192;170;96;134;52;41;15;15;0;6;6;4;13;12;0;5;3;1;0;1;0;2;0;0;0;0;16;11;2;1;0;0;0;0;0;0;7;3;0;1;0;2;1;2;0
0.3;08212000;26.09.2021;Bundestagswahl;04022;040-22 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;746;746;6;740;3;743;208;193;164;176;178;162;78;94;50;49;21;25;0;6;4;8;9;5;0;0;3;1;0;0;0;0;0;0;0;0;13;10;0;0;0;1;0;0;0;0;6;4;0;1;0;1;6;7;0
0.3;08212000;26.09.2021;Bundestagswahl;04023;040-23 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;698;698;2;696;1;697;191;174;157;164;130;124;99;131;43;39;23;19;0;6;7;5;11;5;0;0;8;2;0;0;0;0;0;0;0;0;18;19;1;1;0;0;0;0;0;0;2;1;0;1;0;1;6;5;0
0.3;08212000;26.09.2021;Bundestagswahl;04024;040-24 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;915;915;6;909;3;912;238;219;191;189;262;234;105;157;35;33;25;32;0;7;11;5;5;7;0;0;2;1;0;0;0;0;1;1;0;0;14;9;3;3;0;1;0;0;0;0;3;3;0;1;0;3;13;7;1
0.3;08212000;26.09.2021;Bundestagswahl;04025;040-25 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;816;816;7;809;5;811;209;218;197;199;175;145;116;127;51;56;8;23;0;5;15;9;11;8;0;2;0;0;0;0;0;1;1;0;0;0;14;11;0;0;0;1;0;0;0;0;2;1;0;1;0;0;8;4;2
0.3;08212000;26.09.2021;Bundestagswahl;04026;040-26 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;919;919;7;912;3;916;208;200;236;247;201;187;120;139;52;57;25;27;0;15;20;8;12;10;0;5;1;0;0;0;0;0;1;0;0;0;13;11;4;2;0;0;0;0;0;0;3;0;0;1;0;4;10;3;6
0.3;08212000;26.09.2021;Bundestagswahl;04027;040-27 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;917;917;9;908;7;910;207;211;200;174;285;286;105;123;53;53;23;27;0;3;14;4;3;4;0;1;1;3;0;0;0;2;1;1;0;0;9;8;3;1;0;0;0;2;0;1;1;0;0;2;0;3;3;1;0
0.3;08212000;26.09.2021;Bundestagswahl;04028;040-28 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;741;741;12;729;11;730;171;149;178;188;181;168;89;102;45;45;23;31;0;6;11;7;11;13;0;3;1;1;0;0;0;1;1;0;0;0;10;10;1;1;0;1;0;0;0;1;2;2;0;0;0;0;2;1;3
0.3;08212000;26.09.2021;Bundestagswahl;04029;040-29 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;740;740;6;734;6;734;166;170;206;201;167;157;89;98;44;40;24;25;0;7;6;2;5;3;0;2;0;0;0;0;0;0;0;0;0;0;17;14;0;1;0;1;0;0;0;0;2;1;0;2;0;5;7;5;1
0.3;08212000;26.09.2021;Bundestagswahl;04030;040-30 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;722;722;7;715;5;717;221;210;174;182;143;112;79;91;51;52;12;20;0;15;4;5;14;12;0;2;2;1;0;0;0;0;0;0;0;0;8;6;0;0;0;0;0;0;0;0;3;4;0;1;0;1;2;3;2
0.3;08212000;26.09.2021;Bundestagswahl;04031;040-31 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;698;698;6;692;2;696;158;156;184;183;162;143;71;83;46;52;23;33;0;5;14;8;10;3;0;3;1;2;0;0;0;0;1;0;0;0;18;19;0;0;0;1;0;0;0;0;1;2;0;0;0;1;3;2;0
0.3;08212000;26.09.2021;Bundestagswahl;04032;040-32 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;706;706;7;699;4;702;132;132;131;124;250;247;70;86;33;29;41;43;0;5;12;5;6;5;0;2;2;1;0;1;0;1;0;0;0;0;9;3;1;0;0;0;0;0;0;0;3;3;0;0;0;5;9;10;0
0.3;08212000;26.09.2021;Bundestagswahl;04033;040-33 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;700;700;6;694;3;697;90;101;170;171;255;249;59;59;34;30;37;43;0;3;6;3;4;3;0;1;7;3;0;0;0;0;0;1;0;0;17;13;4;3;0;1;0;1;0;0;5;4;0;1;0;2;4;5;2
0.3;08212000;26.09.2021;Bundestagswahl;04034;040-34 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;703;703;4;699;4;699;77;81;145;150;256;245;42;47;49;47;63;70;0;10;14;5;11;12;0;1;1;0;0;2;0;0;2;0;0;0;13;14;2;2;0;0;0;0;0;1;6;2;0;0;0;4;10;6;8
0.3;08212000;26.09.2021;Bundestagswahl;04035;040-35 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;751;751;7;744;3;748;98;83;173;160;279;268;50;80;31;31;49;60;0;12;21;15;8;5;0;3;1;2;0;0;0;0;2;0;0;1;17;18;4;3;0;0;0;0;0;0;4;2;0;2;0;1;3;2;4
